MasterItemNo,ItemDescription,PredictedQty,SafetyStock,RecommendedOrderQty,Vendor,VendorContact,VendorLeadDays,ProcurementStart,ProcurementFinish,NeededBy,ProjectPhase,ProcurementCycle,RiskNotes,Mitigations
511.0,,5,1,6,,,21,2025-11-09,2025-12-03,2025-12-03,Electrical & HVAC,Single order,No vendor in DB — sourcing risk,Identify alternate vendors; consider higher safety stock; allow longer lead time
411.0,,11,2,13,,,21,2025-11-09,2025-12-03,2025-12-03,Electrical & HVAC,Single order,No vendor in DB — sourcing risk,Identify alternate vendors; consider higher safety stock; allow longer lead time
114.0,,90,9,99,,,21,2025-11-09,2025-12-03,2025-12-03,Electrical & HVAC,Single order,No vendor in DB — sourcing risk,Identify alternate vendors; consider higher safety stock; allow longer lead time
511.0,,212,22,234,,,21,2025-11-09,2025-12-03,2025-12-03,Electrical & HVAC,Consider 2-stage procurement,No vendor in DB — sourcing risk,Identify alternate vendors; consider higher safety stock; allow longer lead time
488.0,,21,3,24,,,21,2025-11-09,2025-12-03,2025-12-03,Electrical & HVAC,Single order,No vendor in DB — sourcing risk,Identify alternate vendors; consider higher safety stock; allow longer lead time
511.0,,1,1,2,,,21,2025-11-09,2025-12-03,2025-12-03,Electrical & HVAC,Single order,No vendor in DB — sourcing risk,Identify alternate vendors; consider higher safety stock; allow longer lead time
511.0,,29,3,32,,,21,2025-11-09,2025-12-03,2025-12-03,Electrical & HVAC,Single order,No vendor in DB — sourcing risk,Identify alternate vendors; consider higher safety stock; allow longer lead time
511.0,,1,1,2,,,21,2025-11-09,2025-12-03,2025-12-03,Electrical & HVAC,Single order,No vendor in DB — sourcing risk,Identify alternate vendors; consider higher safety stock; allow longer lead time
258.0,,17,2,19,,,21,2025-11-09,2025-12-03,2025-12-03,Electrical & HVAC,Single order,No vendor in DB — sourcing risk,Identify alternate vendors; consider higher safety stock; allow longer lead time
511.0,,7,1,8,,,21,2025-11-09,2025-12-03,2025-12-03,Electrical & HVAC,Single order,No vendor in DB — sourcing risk,Identify alternate vendors; consider higher safety stock; allow longer lead time
303.0,,10,1,11,,,21,2025-11-09,2025-12-03,2025-12-03,Electrical & HVAC,Single order,No vendor in DB — sourcing risk,Identify alternate vendors; consider higher safety stock; allow longer lead time
511.0,,1,1,2,,,21,2025-11-09,2025-12-03,2025-12-03,Electrical & HVAC,Single order,No vendor in DB — sourcing risk,Identify alternate vendors; consider higher safety stock; allow longer lead time
488.0,,19,2,21,,,21,2025-11-09,2025-12-03,2025-12-03,Electrical & HVAC,Single order,No vendor in DB — sourcing risk,Identify alternate vendors; consider higher safety stock; allow longer lead time
209.0,,4,1,5,,,21,2025-11-09,2025-12-03,2025-12-03,Electrical & HVAC,Single order,No vendor in DB — sourcing risk,Identify alternate vendors; consider higher safety stock; allow longer lead time
463.0,,19,2,21,,,21,2025-11-09,2025-12-03,2025-12-03,Electrical & HVAC,Single order,No vendor in DB — sourcing risk,Identify alternate vendors; consider higher safety stock; allow longer lead time
511.0,,1,1,2,,,21,2025-11-09,2025-12-03,2025-12-03,Electrical & HVAC,Single order,No vendor in DB — sourcing risk,Identify alternate vendors; consider higher safety stock; allow longer lead time
511.0,,26,3,29,,,21,2025-11-09,2025-12-03,2025-12-03,Electrical & HVAC,Single order,No vendor in DB — sourcing risk,Identify alternate vendors; consider higher safety stock; allow longer lead time
411.0,,16,2,18,,,21,2025-11-09,2025-12-03,2025-12-03,Electrical & HVAC,Single order,No vendor in DB — sourcing risk,Identify alternate vendors; consider higher safety stock; allow longer lead time
303.0,,35,4,39,,,21,2025-11-09,2025-12-03,2025-12-03,Electrical & HVAC,Single order,No vendor in DB — sourcing risk,Identify alternate vendors; consider higher safety stock; allow longer lead time
50.0,,57,6,63,,,21,2025-11-09,2025-12-03,2025-12-03,Electrical & HVAC,Single order,No vendor in DB — sourcing risk,Identify alternate vendors; consider higher safety stock; allow longer lead time
511.0,,22,3,25,,,21,2025-11-09,2025-12-03,2025-12-03,Electrical & HVAC,Single order,No vendor in DB — sourcing risk,Identify alternate vendors; consider higher safety stock; allow longer lead time
416.0,,43,5,48,,,21,2025-11-09,2025-12-03,2025-12-03,Electrical & HVAC,Single order,No vendor in DB — sourcing risk,Identify alternate vendors; consider higher safety stock; allow longer lead time
511.0,,18,2,20,,,21,2025-11-09,2025-12-03,2025-12-03,Electrical & HVAC,Single order,No vendor in DB — sourcing risk,Identify alternate vendors; consider higher safety stock; allow longer lead time
50.0,,5,1,6,,,21,2025-11-09,2025-12-03,2025-12-03,Electrical & HVAC,Single order,No vendor in DB — sourcing risk,Identify alternate vendors; consider higher safety stock; allow longer lead time
114.0,,5,1,6,,,21,2025-11-09,2025-12-03,2025-12-03,Electrical & HVAC,Single order,No vendor in DB — sourcing risk,Identify alternate vendors; consider higher safety stock; allow longer lead time
303.0,,1,1,2,,,21,2025-11-09,2025-12-03,2025-12-03,Electrical & HVAC,Single order,No vendor in DB — sourcing risk,Identify alternate vendors; consider higher safety stock; allow longer lead time
114.0,,31,4,35,,,21,2025-11-09,2025-12-03,2025-12-03,Electrical & HVAC,Single order,No vendor in DB — sourcing risk,Identify alternate vendors; consider higher safety stock; allow longer lead time
511.0,,16,2,18,,,21,2025-11-09,2025-12-03,2025-12-03,Electrical & HVAC,Single order,No vendor in DB — sourcing risk,Identify alternate vendors; consider higher safety stock; allow longer lead time
511.0,,44,5,49,,,21,2025-11-09,2025-12-03,2025-12-03,Electrical & HVAC,Single order,No vendor in DB — sourcing risk,Identify alternate vendors; consider higher safety stock; allow longer lead time
511.0,,6,1,7,,,21,2025-11-09,2025-12-03,2025-12-03,Electrical & HVAC,Single order,No vendor in DB — sourcing risk,Identify alternate vendors; consider higher safety stock; allow longer lead time
511.0,,37,4,41,,,21,2025-11-09,2025-12-03,2025-12-03,Electrical & HVAC,Single order,No vendor in DB — sourcing risk,Identify alternate vendors; consider higher safety stock; allow longer lead time
230.0,,16,2,18,,,21,2025-11-09,2025-12-03,2025-12-03,Electrical & HVAC,Single order,No vendor in DB — sourcing risk,Identify alternate vendors; consider higher safety stock; allow longer lead time
511.0,,39,4,43,,,21,2025-11-09,2025-12-03,2025-12-03,Electrical & HVAC,Single order,No vendor in DB — sourcing risk,Identify alternate vendors; consider higher safety stock; allow longer lead time
511.0,,7,1,8,,,21,2025-11-09,2025-12-03,2025-12-03,Electrical & HVAC,Single order,No vendor in DB — sourcing risk,Identify alternate vendors; consider higher safety stock; allow longer lead time
50.0,,3,1,4,,,21,2025-11-09,2025-12-03,2025-12-03,Electrical & HVAC,Single order,No vendor in DB — sourcing risk,Identify alternate vendors; consider higher safety stock; allow longer lead time
258.0,,126,13,139,,,21,2025-11-09,2025-12-03,2025-12-03,Electrical & HVAC,Consider 2-stage procurement,No vendor in DB — sourcing risk,Identify alternate vendors; consider higher safety stock; allow longer lead time
50.0,,28,3,31,,,21,2025-11-09,2025-12-03,2025-12-03,Electrical & HVAC,Single order,No vendor in DB — sourcing risk,Identify alternate vendors; consider higher safety stock; allow longer lead time
511.0,,32,4,36,,,21,2025-11-09,2025-12-03,2025-12-03,Electrical & HVAC,Single order,No vendor in DB — sourcing risk,Identify alternate vendors; consider higher safety stock; allow longer lead time
303.0,,14,2,16,,,21,2025-11-09,2025-12-03,2025-12-03,Electrical & HVAC,Single order,No vendor in DB — sourcing risk,Identify alternate vendors; consider higher safety stock; allow longer lead time
463.0,,1,1,2,,,21,2025-11-09,2025-12-03,2025-12-03,Electrical & HVAC,Single order,No vendor in DB — sourcing risk,Identify alternate vendors; consider higher safety stock; allow longer lead time
511.0,,22,3,25,,,21,2025-11-09,2025-12-03,2025-12-03,Electrical & HVAC,Single order,No vendor in DB — sourcing risk,Identify alternate vendors; consider higher safety stock; allow longer lead time
303.0,,5,1,6,,,21,2025-11-09,2025-12-03,2025-12-03,Electrical & HVAC,Single order,No vendor in DB — sourcing risk,Identify alternate vendors; consider higher safety stock; allow longer lead time
50.0,,4,1,5,,,21,2025-11-09,2025-12-03,2025-12-03,Electrical & HVAC,Single order,No vendor in DB — sourcing risk,Identify alternate vendors; consider higher safety stock; allow longer lead time
511.0,,1,1,2,,,21,2025-11-09,2025-12-03,2025-12-03,Electrical & HVAC,Single order,No vendor in DB — sourcing risk,Identify alternate vendors; consider higher safety stock; allow longer lead time
303.0,,4,1,5,,,21,2025-11-09,2025-12-03,2025-12-03,Electrical & HVAC,Single order,No vendor in DB — sourcing risk,Identify alternate vendors; consider higher safety stock; allow longer lead time
229.0,,24,3,27,,,21,2025-11-09,2025-12-03,2025-12-03,Electrical & HVAC,Single order,No vendor in DB — sourcing risk,Identify alternate vendors; consider higher safety stock; allow longer lead time
303.0,,14,2,16,,,21,2025-11-09,2025-12-03,2025-12-03,Electrical & HVAC,Single order,No vendor in DB — sourcing risk,Identify alternate vendors; consider higher safety stock; allow longer lead time
411.0,,12,2,14,,,21,2025-11-09,2025-12-03,2025-12-03,Electrical & HVAC,Single order,No vendor in DB — sourcing risk,Identify alternate vendors; consider higher safety stock; allow longer lead time
511.0,,22,3,25,,,21,2025-11-09,2025-12-03,2025-12-03,Electrical & HVAC,Single order,No vendor in DB — sourcing risk,Identify alternate vendors; consider higher safety stock; allow longer lead time
32.0,,57,6,63,,,21,2025-11-09,2025-12-03,2025-12-03,Electrical & HVAC,Single order,No vendor in DB — sourcing risk,Identify alternate vendors; consider higher safety stock; allow longer lead time
511.0,,12,2,14,,,21,2025-11-09,2025-12-03,2025-12-03,Electrical & HVAC,Single order,No vendor in DB — sourcing risk,Identify alternate vendors; consider higher safety stock; allow longer lead time
511.0,,93,10,103,,,21,2025-11-09,2025-12-03,2025-12-03,Electrical & HVAC,Consider 2-stage procurement,No vendor in DB — sourcing risk,Identify alternate vendors; consider higher safety stock; allow longer lead time
50.0,,21,3,24,,,21,2025-11-09,2025-12-03,2025-12-03,Electrical & HVAC,Single order,No vendor in DB — sourcing risk,Identify alternate vendors; consider higher safety stock; allow longer lead time
511.0,,1,1,2,,,21,2025-11-09,2025-12-03,2025-12-03,Electrical & HVAC,Single order,No vendor in DB — sourcing risk,Identify alternate vendors; consider higher safety stock; allow longer lead time
258.0,,56,6,62,,,21,2025-11-09,2025-12-03,2025-12-03,Electrical & HVAC,Single order,No vendor in DB — sourcing risk,Identify alternate vendors; consider higher safety stock; allow longer lead time
357.0,,75,8,83,,,21,2025-11-09,2025-12-03,2025-12-03,Electrical & HVAC,Single order,No vendor in DB — sourcing risk,Identify alternate vendors; consider higher safety stock; allow longer lead time
511.0,,16,2,18,,,21,2025-11-09,2025-12-03,2025-12-03,Electrical & HVAC,Single order,No vendor in DB — sourcing risk,Identify alternate vendors; consider higher safety stock; allow longer lead time
1043.0,,141,15,156,,,21,2025-11-09,2025-12-03,2025-12-03,Electrical & HVAC,Consider 2-stage procurement,No vendor in DB — sourcing risk,Identify alternate vendors; consider higher safety stock; allow longer lead time
511.0,,1,1,2,,,21,2025-11-09,2025-12-03,2025-12-03,Electrical & HVAC,Single order,No vendor in DB — sourcing risk,Identify alternate vendors; consider higher safety stock; allow longer lead time
50.0,,22,3,25,,,21,2025-11-09,2025-12-03,2025-12-03,Electrical & HVAC,Single order,No vendor in DB — sourcing risk,Identify alternate vendors; consider higher safety stock; allow longer lead time
511.0,,50,5,55,,,21,2025-11-09,2025-12-03,2025-12-03,Electrical & HVAC,Single order,No vendor in DB — sourcing risk,Identify alternate vendors; consider higher safety stock; allow longer lead time
511.0,,1,1,2,,,21,2025-11-09,2025-12-03,2025-12-03,Electrical & HVAC,Single order,No vendor in DB — sourcing risk,Identify alternate vendors; consider higher safety stock; allow longer lead time
511.0,,1,1,2,,,21,2025-11-09,2025-12-03,2025-12-03,Electrical & HVAC,Single order,No vendor in DB — sourcing risk,Identify alternate vendors; consider higher safety stock; allow longer lead time
258.0,,45,5,50,,,21,2025-11-09,2025-12-03,2025-12-03,Electrical & HVAC,Single order,No vendor in DB — sourcing risk,Identify alternate vendors; consider higher safety stock; allow longer lead time
38.0,,1,1,2,,,21,2025-11-09,2025-12-03,2025-12-03,Electrical & HVAC,Single order,No vendor in DB — sourcing risk,Identify alternate vendors; consider higher safety stock; allow longer lead time
511.0,,37,4,41,,,21,2025-11-09,2025-12-03,2025-12-03,Electrical & HVAC,Single order,No vendor in DB — sourcing risk,Identify alternate vendors; consider higher safety stock; allow longer lead time
6.0,,46,5,51,,,21,2025-11-09,2025-12-03,2025-12-03,Electrical & HVAC,Single order,No vendor in DB — sourcing risk,Identify alternate vendors; consider higher safety stock; allow longer lead time
50.0,,22,3,25,,,21,2025-11-09,2025-12-03,2025-12-03,Electrical & HVAC,Single order,No vendor in DB — sourcing risk,Identify alternate vendors; consider higher safety stock; allow longer lead time
303.0,,17,2,19,,,21,2025-11-09,2025-12-03,2025-12-03,Electrical & HVAC,Single order,No vendor in DB — sourcing risk,Identify alternate vendors; consider higher safety stock; allow longer lead time
50.0,,47,5,52,,,21,2025-11-09,2025-12-03,2025-12-03,Electrical & HVAC,Single order,No vendor in DB — sourcing risk,Identify alternate vendors; consider higher safety stock; allow longer lead time
411.0,,5,1,6,,,21,2025-11-09,2025-12-03,2025-12-03,Electrical & HVAC,Single order,No vendor in DB — sourcing risk,Identify alternate vendors; consider higher safety stock; allow longer lead time
511.0,,19,2,21,,,21,2025-11-09,2025-12-03,2025-12-03,Electrical & HVAC,Single order,No vendor in DB — sourcing risk,Identify alternate vendors; consider higher safety stock; allow longer lead time
303.0,,1,1,2,,,21,2025-11-09,2025-12-03,2025-12-03,Electrical & HVAC,Single order,No vendor in DB — sourcing risk,Identify alternate vendors; consider higher safety stock; allow longer lead time
511.0,,1,1,2,,,21,2025-11-09,2025-12-03,2025-12-03,Electrical & HVAC,Single order,No vendor in DB — sourcing risk,Identify alternate vendors; consider higher safety stock; allow longer lead time
149.0,,2,1,3,,,21,2025-11-09,2025-12-03,2025-12-03,Electrical & HVAC,Single order,No vendor in DB — sourcing risk,Identify alternate vendors; consider higher safety stock; allow longer lead time
303.0,,75,8,83,,,21,2025-11-09,2025-12-03,2025-12-03,Electrical & HVAC,Single order,No vendor in DB — sourcing risk,Identify alternate vendors; consider higher safety stock; allow longer lead time
511.0,,379,38,417,,,21,2025-11-09,2025-12-03,2025-12-03,Electrical & HVAC,Consider 2-stage procurement,No vendor in DB — sourcing risk,Identify alternate vendors; consider higher safety stock; allow longer lead time
502.0,,1,1,2,,,21,2025-11-09,2025-12-03,2025-12-03,Electrical & HVAC,Single order,No vendor in DB — sourcing risk,Identify alternate vendors; consider higher safety stock; allow longer lead time
258.0,,94,10,104,,,21,2025-11-09,2025-12-03,2025-12-03,Electrical & HVAC,Consider 2-stage procurement,No vendor in DB — sourcing risk,Identify alternate vendors; consider higher safety stock; allow longer lead time
303.0,,34,4,38,,,21,2025-11-09,2025-12-03,2025-12-03,Electrical & HVAC,Single order,No vendor in DB — sourcing risk,Identify alternate vendors; consider higher safety stock; allow longer lead time
511.0,,1,1,2,,,21,2025-11-09,2025-12-03,2025-12-03,Electrical & HVAC,Single order,No vendor in DB — sourcing risk,Identify alternate vendors; consider higher safety stock; allow longer lead time
50.0,,81,9,90,,,21,2025-11-09,2025-12-03,2025-12-03,Electrical & HVAC,Single order,No vendor in DB — sourcing risk,Identify alternate vendors; consider higher safety stock; allow longer lead time
303.0,,1,1,2,,,21,2025-11-09,2025-12-03,2025-12-03,Electrical & HVAC,Single order,No vendor in DB — sourcing risk,Identify alternate vendors; consider higher safety stock; allow longer lead time
463.0,,23,3,26,,,21,2025-11-09,2025-12-03,2025-12-03,Electrical & HVAC,Single order,No vendor in DB — sourcing risk,Identify alternate vendors; consider higher safety stock; allow longer lead time
511.0,,9,1,10,,,21,2025-11-09,2025-12-03,2025-12-03,Electrical & HVAC,Single order,No vendor in DB — sourcing risk,Identify alternate vendors; consider higher safety stock; allow longer lead time
511.0,,32,4,36,,,21,2025-11-09,2025-12-03,2025-12-03,Electrical & HVAC,Single order,No vendor in DB — sourcing risk,Identify alternate vendors; consider higher safety stock; allow longer lead time
794.0,,19,2,21,,,21,2025-11-09,2025-12-03,2025-12-03,Electrical & HVAC,Single order,No vendor in DB — sourcing risk,Identify alternate vendors; consider higher safety stock; allow longer lead time
50.0,,13,2,15,,,21,2025-11-09,2025-12-03,2025-12-03,Electrical & HVAC,Single order,No vendor in DB — sourcing risk,Identify alternate vendors; consider higher safety stock; allow longer lead time
50.0,,2,1,3,,,21,2025-11-09,2025-12-03,2025-12-03,Electrical & HVAC,Single order,No vendor in DB — sourcing risk,Identify alternate vendors; consider higher safety stock; allow longer lead time
794.0,,19,2,21,,,21,2025-11-09,2025-12-03,2025-12-03,Electrical & HVAC,Single order,No vendor in DB — sourcing risk,Identify alternate vendors; consider higher safety stock; allow longer lead time
794.0,,19,2,21,,,21,2025-11-09,2025-12-03,2025-12-03,Electrical & HVAC,Single order,No vendor in DB — sourcing risk,Identify alternate vendors; consider higher safety stock; allow longer lead time
704.0,,104,11,115,,,21,2025-11-09,2025-12-03,2025-12-03,Electrical & HVAC,Consider 2-stage procurement,No vendor in DB — sourcing risk,Identify alternate vendors; consider higher safety stock; allow longer lead time
511.0,,57,6,63,,,21,2025-11-09,2025-12-03,2025-12-03,Electrical & HVAC,Single order,No vendor in DB — sourcing risk,Identify alternate vendors; consider higher safety stock; allow longer lead time
50.0,,62,7,69,,,21,2025-11-09,2025-12-03,2025-12-03,Electrical & HVAC,Single order,No vendor in DB — sourcing risk,Identify alternate vendors; consider higher safety stock; allow longer lead time
511.0,,34,4,38,,,21,2025-11-09,2025-12-03,2025-12-03,Electrical & HVAC,Single order,No vendor in DB — sourcing risk,Identify alternate vendors; consider higher safety stock; allow longer lead time
50.0,,203,21,224,,,21,2025-11-09,2025-12-03,2025-12-03,Electrical & HVAC,Consider 2-stage procurement,No vendor in DB — sourcing risk,Identify alternate vendors; consider higher safety stock; allow longer lead time
258.0,,82,9,91,,,21,2025-11-09,2025-12-03,2025-12-03,Electrical & HVAC,Single order,No vendor in DB — sourcing risk,Identify alternate vendors; consider higher safety stock; allow longer lead time
411.0,,11,2,13,,,21,2025-11-09,2025-12-03,2025-12-03,Electrical & HVAC,Single order,No vendor in DB — sourcing risk,Identify alternate vendors; consider higher safety stock; allow longer lead time
511.0,,97,10,107,,,21,2025-11-09,2025-12-03,2025-12-03,Electrical & HVAC,Consider 2-stage procurement,No vendor in DB — sourcing risk,Identify alternate vendors; consider higher safety stock; allow longer lead time
511.0,,14,2,16,,,21,2025-11-09,2025-12-03,2025-12-03,Electrical & HVAC,Single order,No vendor in DB — sourcing risk,Identify alternate vendors; consider higher safety stock; allow longer lead time
480.0,,46,5,51,,,21,2025-11-09,2025-12-03,2025-12-03,Electrical & HVAC,Single order,No vendor in DB — sourcing risk,Identify alternate vendors; consider higher safety stock; allow longer lead time
32.0,,31,4,35,,,21,2025-11-09,2025-12-03,2025-12-03,Electrical & HVAC,Single order,No vendor in DB — sourcing risk,Identify alternate vendors; consider higher safety stock; allow longer lead time
303.0,,9,1,10,,,21,2025-11-09,2025-12-03,2025-12-03,Electrical & HVAC,Single order,No vendor in DB — sourcing risk,Identify alternate vendors; consider higher safety stock; allow longer lead time
286.0,,5,1,6,,,21,2025-11-09,2025-12-03,2025-12-03,Electrical & HVAC,Single order,No vendor in DB — sourcing risk,Identify alternate vendors; consider higher safety stock; allow longer lead time
258.0,,117,12,129,,,21,2025-11-09,2025-12-03,2025-12-03,Electrical & HVAC,Consider 2-stage procurement,No vendor in DB — sourcing risk,Identify alternate vendors; consider higher safety stock; allow longer lead time
258.0,,45,5,50,,,21,2025-11-09,2025-12-03,2025-12-03,Electrical & HVAC,Single order,No vendor in DB — sourcing risk,Identify alternate vendors; consider higher safety stock; allow longer lead time
511.0,,24,3,27,,,21,2025-11-09,2025-12-03,2025-12-03,Electrical & HVAC,Single order,No vendor in DB — sourcing risk,Identify alternate vendors; consider higher safety stock; allow longer lead time
6.0,,46,5,51,,,21,2025-11-09,2025-12-03,2025-12-03,Electrical & HVAC,Single order,No vendor in DB — sourcing risk,Identify alternate vendors; consider higher safety stock; allow longer lead time
303.0,,1,1,2,,,21,2025-11-09,2025-12-03,2025-12-03,Electrical & HVAC,Single order,No vendor in DB — sourcing risk,Identify alternate vendors; consider higher safety stock; allow longer lead time
511.0,,1,1,2,,,21,2025-11-09,2025-12-03,2025-12-03,Electrical & HVAC,Single order,No vendor in DB — sourcing risk,Identify alternate vendors; consider higher safety stock; allow longer lead time
511.0,,33,4,37,,,21,2025-11-09,2025-12-03,2025-12-03,Electrical & HVAC,Single order,No vendor in DB — sourcing risk,Identify alternate vendors; consider higher safety stock; allow longer lead time
229.0,,24,3,27,,,21,2025-11-09,2025-12-03,2025-12-03,Electrical & HVAC,Single order,No vendor in DB — sourcing risk,Identify alternate vendors; consider higher safety stock; allow longer lead time
511.0,,5,1,6,,,21,2025-11-09,2025-12-03,2025-12-03,Electrical & HVAC,Single order,No vendor in DB — sourcing risk,Identify alternate vendors; consider higher safety stock; allow longer lead time
511.0,,92,10,102,,,21,2025-11-09,2025-12-03,2025-12-03,Electrical & HVAC,Consider 2-stage procurement,No vendor in DB — sourcing risk,Identify alternate vendors; consider higher safety stock; allow longer lead time
303.0,,11,2,13,,,21,2025-11-09,2025-12-03,2025-12-03,Electrical & HVAC,Single order,No vendor in DB — sourcing risk,Identify alternate vendors; consider higher safety stock; allow longer lead time
258.0,,51,6,57,,,21,2025-11-09,2025-12-03,2025-12-03,Electrical & HVAC,Single order,No vendor in DB — sourcing risk,Identify alternate vendors; consider higher safety stock; allow longer lead time
511.0,,21,3,24,,,21,2025-11-09,2025-12-03,2025-12-03,Electrical & HVAC,Single order,No vendor in DB — sourcing risk,Identify alternate vendors; consider higher safety stock; allow longer lead time
511.0,,10,1,11,,,21,2025-11-09,2025-12-03,2025-12-03,Electrical & HVAC,Single order,No vendor in DB — sourcing risk,Identify alternate vendors; consider higher safety stock; allow longer lead time
258.0,,102,11,113,,,21,2025-11-09,2025-12-03,2025-12-03,Electrical & HVAC,Consider 2-stage procurement,No vendor in DB — sourcing risk,Identify alternate vendors; consider higher safety stock; allow longer lead time
357.0,,1,1,2,,,21,2025-11-09,2025-12-03,2025-12-03,Electrical & HVAC,Single order,No vendor in DB — sourcing risk,Identify alternate vendors; consider higher safety stock; allow longer lead time
511.0,,18,2,20,,,21,2025-11-09,2025-12-03,2025-12-03,Electrical & HVAC,Single order,No vendor in DB — sourcing risk,Identify alternate vendors; consider higher safety stock; allow longer lead time
303.0,,15,2,17,,,21,2025-11-09,2025-12-03,2025-12-03,Electrical & HVAC,Single order,No vendor in DB — sourcing risk,Identify alternate vendors; consider higher safety stock; allow longer lead time
258.0,,126,13,139,,,21,2025-11-09,2025-12-03,2025-12-03,Electrical & HVAC,Consider 2-stage procurement,No vendor in DB — sourcing risk,Identify alternate vendors; consider higher safety stock; allow longer lead time
511.0,,1,1,2,,,21,2025-11-09,2025-12-03,2025-12-03,Electrical & HVAC,Single order,No vendor in DB — sourcing risk,Identify alternate vendors; consider higher safety stock; allow longer lead time
50.0,,25,3,28,,,21,2025-11-09,2025-12-03,2025-12-03,Electrical & HVAC,Single order,No vendor in DB — sourcing risk,Identify alternate vendors; consider higher safety stock; allow longer lead time
411.0,,24,3,27,,,21,2025-11-09,2025-12-03,2025-12-03,Electrical & HVAC,Single order,No vendor in DB — sourcing risk,Identify alternate vendors; consider higher safety stock; allow longer lead time
511.0,,6,1,7,,,21,2025-11-09,2025-12-03,2025-12-03,Electrical & HVAC,Single order,No vendor in DB — sourcing risk,Identify alternate vendors; consider higher safety stock; allow longer lead time
303.0,,67,7,74,,,21,2025-11-09,2025-12-03,2025-12-03,Electrical & HVAC,Single order,No vendor in DB — sourcing risk,Identify alternate vendors; consider higher safety stock; allow longer lead time
162.0,,8,1,9,,,21,2025-11-09,2025-12-03,2025-12-03,Electrical & HVAC,Single order,No vendor in DB — sourcing risk,Identify alternate vendors; consider higher safety stock; allow longer lead time
511.0,,12,2,14,,,21,2025-11-09,2025-12-03,2025-12-03,Electrical & HVAC,Single order,No vendor in DB — sourcing risk,Identify alternate vendors; consider higher safety stock; allow longer lead time
511.0,,45,5,50,,,21,2025-11-09,2025-12-03,2025-12-03,Electrical & HVAC,Single order,No vendor in DB — sourcing risk,Identify alternate vendors; consider higher safety stock; allow longer lead time
50.0,,36,4,40,,,21,2025-11-09,2025-12-03,2025-12-03,Electrical & HVAC,Single order,No vendor in DB — sourcing risk,Identify alternate vendors; consider higher safety stock; allow longer lead time
511.0,,2,1,3,,,21,2025-11-09,2025-12-03,2025-12-03,Electrical & HVAC,Single order,No vendor in DB — sourcing risk,Identify alternate vendors; consider higher safety stock; allow longer lead time
511.0,,32,4,36,,,21,2025-11-09,2025-12-03,2025-12-03,Electrical & HVAC,Single order,No vendor in DB — sourcing risk,Identify alternate vendors; consider higher safety stock; allow longer lead time
50.0,,10,1,11,,,21,2025-11-09,2025-12-03,2025-12-03,Electrical & HVAC,Single order,No vendor in DB — sourcing risk,Identify alternate vendors; consider higher safety stock; allow longer lead time
511.0,,4,1,5,,,21,2025-11-09,2025-12-03,2025-12-03,Electrical & HVAC,Single order,No vendor in DB — sourcing risk,Identify alternate vendors; consider higher safety stock; allow longer lead time
511.0,,79,8,87,,,21,2025-11-09,2025-12-03,2025-12-03,Electrical & HVAC,Single order,No vendor in DB — sourcing risk,Identify alternate vendors; consider higher safety stock; allow longer lead time
258.0,,45,5,50,,,21,2025-11-09,2025-12-03,2025-12-03,Electrical & HVAC,Single order,No vendor in DB — sourcing risk,Identify alternate vendors; consider higher safety stock; allow longer lead time
258.0,,55,6,61,,,21,2025-11-09,2025-12-03,2025-12-03,Electrical & HVAC,Single order,No vendor in DB — sourcing risk,Identify alternate vendors; consider higher safety stock; allow longer lead time
411.0,,53,6,59,,,21,2025-11-09,2025-12-03,2025-12-03,Electrical & HVAC,Single order,No vendor in DB — sourcing risk,Identify alternate vendors; consider higher safety stock; allow longer lead time
488.0,,1,1,2,,,21,2025-11-09,2025-12-03,2025-12-03,Electrical & HVAC,Single order,No vendor in DB — sourcing risk,Identify alternate vendors; consider higher safety stock; allow longer lead time
50.0,,1,1,2,,,21,2025-11-09,2025-12-03,2025-12-03,Electrical & HVAC,Single order,No vendor in DB — sourcing risk,Identify alternate vendors; consider higher safety stock; allow longer lead time
50.0,,45,5,50,,,21,2025-11-09,2025-12-03,2025-12-03,Electrical & HVAC,Single order,No vendor in DB — sourcing risk,Identify alternate vendors; consider higher safety stock; allow longer lead time
480.0,,21,3,24,,,21,2025-11-09,2025-12-03,2025-12-03,Electrical & HVAC,Single order,No vendor in DB — sourcing risk,Identify alternate vendors; consider higher safety stock; allow longer lead time
302.0,,15,2,17,,,21,2025-11-09,2025-12-03,2025-12-03,Electrical & HVAC,Single order,No vendor in DB — sourcing risk,Identify alternate vendors; consider higher safety stock; allow longer lead time
157.0,,80,8,88,,,21,2025-11-09,2025-12-03,2025-12-03,Electrical & HVAC,Single order,No vendor in DB — sourcing risk,Identify alternate vendors; consider higher safety stock; allow longer lead time
434.0,,44,5,49,,,21,2025-11-09,2025-12-03,2025-12-03,Electrical & HVAC,Single order,No vendor in DB — sourcing risk,Identify alternate vendors; consider higher safety stock; allow longer lead time
511.0,,25,3,28,,,21,2025-11-09,2025-12-03,2025-12-03,Electrical & HVAC,Single order,No vendor in DB — sourcing risk,Identify alternate vendors; consider higher safety stock; allow longer lead time
511.0,,10,1,11,,,21,2025-11-09,2025-12-03,2025-12-03,Electrical & HVAC,Single order,No vendor in DB — sourcing risk,Identify alternate vendors; consider higher safety stock; allow longer lead time
